"dep";"sexe";"jour";"hosp";"rea";"rad";"dc"
"10";0;"2020-03-26";58;13;3;6
"10";1;"2020-03-26";39;10;3;5
"10";2;"2020-03-26";17;3;0;1
"11";0;"2020-03-26";38;11;23;15
"11";1;"2020-03-26";26;9;10;12
"11";2;"2020-03-26";12;2;13;3
"12";0;"2020-03-26";22;5;10;4
"12";1;"2020-03-26";10;3;5;3
"12";2;"2020-03-26";12;2;5;1
"13";0;"2020-03-26";434;97;309;16
"13";1;"2020-03-26";220;65;151;7
"13";2;"2020-03-26";194;32;145;9
"14";0;"2020-03-26";51;16;11;1
"14";1;"2020-03-26";32;14;5;1
"14";2;"2020-03-26";19;2;6;0
"15";0;"2020-03-26";6;4;2;0
"15";1;"2020-03-26";3;2;2;0
"15";2;"2020-03-26";3;2;0;0
"16";0;"2020-03-26";19;3;6;4
"16";1;"2020-03-26";10;1;3;2
"16";2;"2020-03-26";6;1;2;2
"17";0;"2020-03-26";36;11;15;0
"17";1;"2020-03-26";22;8;8;0
"17";2;"2020-03-26";14;3;7;0
"18";0;"2020-03-26";9;6;1;1
"18";1;"2020-03-26";5;3;1;0
"18";2;"2020-03-26";4;3;0;1
"19";0;"2020-03-26";16;6;1;3
"19";1;"2020-03-26";11;4;1;3
"19";2;"2020-03-26";5;2;0;0
"21";0;"2020-03-26";163;40;139;32
"21";1;"2020-03-26";88;27;53;17
"21";2;"2020-03-26";75;13;84;15
"22";0;"2020-03-26";22;4;3;1
"22";1;"2020-03-26";8;2;1;1
"22";2;"2020-03-26";14;2;2;0
"23";0;"2020-03-26";4;0;0;0
"23";1;"2020-03-26";3;0;0;0
"23";2;"2020-03-26";1;0;0;0
"24";0;"2020-03-26";33;4;16;0
"24";1;"2020-03-26";12;3;8;0
"24";2;"2020-03-26";21;1;8;0
"25";0;"2020-03-26";84;29;52;18
"25";1;"2020-03-26";53;23;24;10
"25";2;"2020-03-26";31;6;28;8
"26";0;"2020-03-26";116;30;26;18
"26";1;"2020-03-26";72;22;11;11
"26";2;"2020-03-26";43;7;15;7
"27";0;"2020-03-26";35;9;0;1
"27";1;"2020-03-26";21;5;0;0
"27";2;"2020-03-26";14;4;0;1
"28";0;"2020-03-26";58;20;10;8
"28";1;"2020-03-26";40;14;2;3
"28";2;"2020-03-26";16;5;7;5
"29";0;"2020-03-26";41;9;20;5
"29";1;"2020-03-26";27;7;8;4
"29";2;"2020-03-26";14;2;12;1
"2A";0;"2020-03-26";88;13;22;17
"2A";1;"2020-03-26";46;9;11;9
"2A";2;"2020-03-26";42;4;11;8
"2B";0;"2020-03-26";7;0;41;2
"2B";1;"2020-03-26";3;0;21;2
"2B";2;"2020-03-26";4;0;20;0
"30";0;"2020-03-26";17;11;17;5
"30";1;"2020-03-26";15;10;10;4
"30";2;"2020-03-26";2;1;7;1
"31";0;"2020-03-26";140;55;49;3
"31";1;"2020-03-26";99;44;20;2
"31";2;"2020-03-26";40;11;29;1
"32";0;"2020-03-26";10;3;1;0
"32";1;"2020-03-26";9;3;1;0
"32";2;"2020-03-26";1;0;0;0
"33";0;"2020-03-26";166;46;72;11
"33";1;"2020-03-26";104;34;26;4
"33";2;"2020-03-26";60;12;46;7
"34";0;"2020-03-26";152;37;70;16
"34";1;"2020-03-26";85;26;28;7
"34";2;"2020-03-26";67;11;42;9
"35";0;"2020-03-26";50;14;34;2
"35";1;"2020-03-26";29;12;21;2
"35";2;"2020-03-26";21;2;13;0
"36";0;"2020-03-26";23;7;1;5
"36";1;"2020-03-26";12;4;0;2
"36";2;"2020-03-26";11;3;1;3
"37";0;"2020-03-26";33;9;12;3
"37";1;"2020-03-26";20;8;5;3
"37";2;"2020-03-26";13;1;7;0
"38";0;"2020-03-26";88;18;46;4
"38";1;"2020-03-26";53;15;23;3
"38";2;"2020-03-26";35;3;23;1
"39";0;"2020-03-26";45;9;4;0
"39";1;"2020-03-26";27;6;3;0
"39";2;"2020-03-26";18;3;1;0
"40";0;"2020-03-26";8;3;2;0
"40";1;"2020-03-26";3;2;2;0
"40";2;"2020-03-26";5;1;0;0
"41";0;"2020-03-26";16;2;8;0
"41";1;"2020-03-26";12;2;5;0
"41";2;"2020-03-26";4;0;3;0
"42";0;"2020-03-26";247;50;32;19
"42";1;"2020-03-26";159;38;17;13
"42";2;"2020-03-26";87;12;15;6
"43";0;"2020-03-26";13;6;11;0
"43";1;"2020-03-26";9;6;3;0
"43";2;"2020-03-26";4;0;8;0
"44";0;"2020-03-26";91;20;29;9
"44";1;"2020-03-26";54;12;17;6
"44";2;"2020-03-26";36;8;12;3
"45";0;"2020-03-26";59;25;18;3
"45";1;"2020-03-26";34;20;9;1
"45";2;"2020-03-26";24;5;9;2
"46";0;"2020-03-26";3;1;5;0
"46";1;"2020-03-26";3;1;3;0
"46";2;"2020-03-26";0;0;2;0
"47";0;"2020-03-26";16;3;4;3
"47";1;"2020-03-26";8;2;2;3
"47";2;"2020-03-26";8;1;2;0
"48";0;"2020-03-26";7;2;3;0
"48";1;"2020-03-26";5;2;2;0
"48";2;"2020-03-26";2;0;1;0
"49";0;"2020-03-26";79;20;65;8
"49";1;"2020-03-26";50;12;30;5
"49";2;"2020-03-26";29;8;35;3
"50";0;"2020-03-26";22;6;9;3
"50";1;"2020-03-26";13;6;5;0
"50";2;"2020-03-26";9;0;4;3
"51";0;"2020-03-26";199;44;71;19
"51";1;"2020-03-26";118;34;31;13
"51";2;"2020-03-26";81;10;40;6
"52";0;"2020-03-26";36;9;13;7
"52";1;"2020-03-26";20;5;4;3
"52";2;"2020-03-26";16;4;9;4
"53";0;"2020-03-26";27;5;3;3
"53";1;"2020-03-26";18;5;1;1
"53";2;"2020-03-26";9;0;2;2
"54";0;"2020-03-26";209;93;41;33
"54";1;"2020-03-26";121;61;17;19
"54";2;"2020-03-26";87;32;23;14
"55";0;"2020-03-26";116;10;32;12
"55";1;"2020-03-26";53;5;13;8
"55";2;"2020-03-26";62;5;19;4
"56";0;"2020-03-26";89;18;57;21
"56";1;"2020-03-26";60;17;26;13
"56";2;"2020-03-26";29;1;31;8
"57";0;"2020-03-26";642;120;144;99
"57";1;"2020-03-26";344;94;67;52
"57";2;"2020-03-26";288;24;73;47
"58";0;"2020-03-26";4;2;0;0
"58";1;"2020-03-26";2;2;0;0
"58";2;"2020-03-26";2;0;0;0
"59";0;"2020-03-26";283;106;50;27
"59";1;"2020-03-26";170;80;27;16
"59";2;"2020-03-26";113;26;23;11
"60";0;"2020-03-26";224;45;109;58
"60";1;"2020-03-26";121;30;63;35
"60";2;"2020-03-26";103;15;46;23
"61";0;"2020-03-26";14;5;24;1
"61";1;"2020-03-26";9;3;8;1
"61";2;"2020-03-26";5;2;16;0
"62";0;"2020-03-26";119;43;52;9
"62";1;"2020-03-26";73;33;28;6
"62";2;"2020-03-26";46;10;24;3
"63";0;"2020-03-26";21;4;13;0
"63";1;"2020-03-26";11;3;8;0
"63";2;"2020-03-26";10;1;5;0
"64";0;"2020-03-26";39;9;18;4
"64";1;"2020-03-26";25;8;10;2
"64";2;"2020-03-26";14;1;8;2
"65";0;"2020-03-26";15;2;5;1
"65";1;"2020-03-26";10;2;2;0
"65";2;"2020-03-26";5;0;3;1
"66";0;"2020-03-26";113;35;29;8
"66";1;"2020-03-26";54;22;11;4
"66";2;"2020-03-26";59;13;18;4
"67";0;"2020-03-26";727;204;224;93
"67";1;"2020-03-26";432;159;119;54
"67";2;"2020-03-26";288;44;105;38
"68";0;"2020-03-26";878;119;373;268
"68";1;"2020-03-26";472;88;197;159
"68";2;"2020-03-26";399;27;174;106
"69";0;"2020-03-26";644;114;168;66
"69";1;"2020-03-26";327;80;59;31
"69";2;"2020-03-26";307;30;78;28
"70";0;"2020-03-26";62;22;13;6
"70";1;"2020-03-26";37;14;5;6
"70";2;"2020-03-26";25;8;8;0
"71";0;"2020-03-26";149;22;140;29
"71";1;"2020-03-26";82;15;50;13
"71";2;"2020-03-26";66;7;89;16
"72";0;"2020-03-26";39;5;20;2
"72";1;"2020-03-26";29;5;7;1
"72";2;"2020-03-26";10;0;13;1
"73";0;"2020-03-26";52;13;19;2
"73";1;"2020-03-26";28;11;9;2
"73";2;"2020-03-26";24;2;10;0
"74";0;"2020-03-26";135;37;97;16
"74";1;"2020-03-26";84;29;54;8
"74";2;"2020-03-26";51;8;41;8
"75";0;"2020-03-26";1493;375;353;139
"75";1;"2020-03-26";917;269;196;94
"75";2;"2020-03-26";560;106;153;45
"76";0;"2020-03-26";151;39;18;14
"76";1;"2020-03-26";87;24;9;10
"76";2;"2020-03-26";64;15;9;4
"77";0;"2020-03-26";271;98;85;20
"77";1;"2020-03-26";169;64;41;14
"77";2;"2020-03-26";100;33;44;6
"78";0;"2020-03-26";414;100;112;43
"78";1;"2020-03-26";260;74;64;25
"78";2;"2020-03-26";149;25;48;18
"79";0;"2020-03-26";15;1;13;1
"79";1;"2020-03-26";6;1;6;0
"79";2;"2020-03-26";9;0;7;1
"80";0;"2020-03-26";169;42;47;20
"80";1;"2020-03-26";109;31;20;10
"80";2;"2020-03-26";57;11;26;10
"81";0;"2020-03-26";24;10;6;1
"81";1;"2020-03-26";11;5;4;1
"81";2;"2020-03-26";13;5;2;0
"82";0;"2020-03-26";3;2;2;1
"82";1;"2020-03-26";3;2;0;1
"82";2;"2020-03-26";0;0;2;0
"83";0;"2020-03-26";103;32;132;12
"83";1;"2020-03-26";60;23;66;6
"83";2;"2020-03-26";42;9;66;6
"84";0;"2020-03-26";35;10;27;3
"84";1;"2020-03-26";20;7;13;2
"84";2;"2020-03-26";15;3;14;1
"85";0;"2020-03-26";46;9;10;2
"85";1;"2020-03-26";33;8;4;1
"85";2;"2020-03-26";13;1;6;1
"86";0;"2020-03-26";24;6;13;4
"86";1;"2020-03-26";15;6;6;0
"86";2;"2020-03-26";9;0;7;4
"87";0;"2020-03-26";23;4;3;4
"87";1;"2020-03-26";11;2;1;3
"87";2;"2020-03-26";12;2;2;1
"88";0;"2020-03-26";101;17;57;47
"88";1;"2020-03-26";58;13;26;28
"88";2;"2020-03-26";42;4;31;19
"89";0;"2020-03-26";35;12;2;3
"89";1;"2020-03-26";19;8;2;2
"89";2;"2020-03-26";16;4;0;1
"90";0;"2020-03-26";137;30;52;35
"90";1;"2020-03-26";79;22;29;21
"90";2;"2020-03-26";58;8;23;14
"91";0;"2020-03-26";416;93;68;15
"91";1;"2020-03-26";253;63;39;10
"91";2;"2020-03-26";162;30;29;5
"92";0;"2020-03-26";851;221;227;56
"92";1;"2020-03-26";532;171;112;36
"92";2;"2020-03-26";303;49;114;20
"93";0;"2020-03-26";547;120;100;68
"93";1;"2020-03-26";333;79;56;35
"93";2;"2020-03-26";203;38;44;31
"94";0;"2020-03-26";651;152;181;52
"94";1;"2020-03-26";385;112;102;31
"94";2;"2020-03-26";254;40;79;21
"95";0;"2020-03-26";489;110;184;67
"95";1;"2020-03-26";305;82;104;44
"95";2;"2020-03-26";184;28;80;23
"971";0;"2020-03-26";21;7;4;0
"971";1;"2020-03-26";12;6;3;0
"971";2;"2020-03-26";9;1;1;0
"972";0;"2020-03-26";29;11;13;1
"972";1;"2020-03-26";16;6;6;0
"972";2;"2020-03-26";11;4;7;1
"973";0;"2020-03-26";0;0;0;0
"973";1;"2020-03-26";0;0;0;0
"973";2;"2020-03-26";0;0;0;0
"974";0;"2020-03-26";3;3;0;0
"974";1;"2020-03-26";3;3;0;0
"974";2;"2020-03-26";0;0;0;0
"976";0;"2020-03-26";0;0;0;0
"976";1;"2020-03-26";0;0;0;0
"976";2;"2020-03-26";0;0;0;0
"01";0;"2020-03-27";49;9;17;2
"01";1;"2020-03-27";33;8;10;0
"01";2;"2020-03-27";16;1;7;2
"02";0;"2020-03-27";132;35;90;37
"02";1;"2020-03-27";71;20;38;28
"02";2;"2020-03-27";61;15;52;9
"03";0;"2020-03-27";18;2;27;4
"03";1;"2020-03-27";5;0;11;2
"03";2;"2020-03-27";12;1;16;2
"04";0;"2020-03-27";11;1;18;0
"04";1;"2020-03-27";6;1;7;0
"04";2;"2020-03-27";5;0;11;0
"05";0;"2020-03-27";32;7;22;1
"05";1;"2020-03-27";16;4;13;0
"05";2;"2020-03-27";16;3;9;1
"06";0;"2020-03-27";99;22;99;12
"06";1;"2020-03-27";60;19;42;5
"06";2;"2020-03-27";37;2;55;7
"07";0;"2020-03-27";54;9;45;9
"07";1;"2020-03-27";22;4;18;6
"07";2;"2020-03-27";18;1;26;2
"08";0;"2020-03-27";14;8;2;0
"08";1;"2020-03-27";8;5;2;0
"08";2;"2020-03-27";6;3;0;0
"09";0;"2020-03-27";8;1;4;0
"09";1;"2020-03-27";6;1;2;0
"09";2;"2020-03-27";2;0;2;0
"10";0;"2020-03-27";61;13;3;6
"10";1;"2020-03-27";42;10;3;5
"10";2;"2020-03-27";17;3;0;1
"11";0;"2020-03-27";45;14;26;15
"11";1;"2020-03-27";31;10;12;12
"11";2;"2020-03-27";14;4;14;3
"12";0;"2020-03-27";24;6;13;5
"12";1;"2020-03-27";11;3;5;3
"12";2;"2020-03-27";13;3;8;2
"13";0;"2020-03-27";525;110;334;20
"13";1;"2020-03-27";285;74;161;8
"13";2;"2020-03-27";218;36;160;12
"14";0;"2020-03-27";63;21;12;2
"14";1;"2020-03-27";38;17;6;2
"14";2;"2020-03-27";25;4;6;0
"15";0;"2020-03-27";7;4;2;0
"15";1;"2020-03-27";4;2;2;0
"15";2;"2020-03-27";3;2;0;0
"16";0;"2020-03-27";27;5;8;4
"16";1;"2020-03-27";13;1;4;2
"16";2;"2020-03-27";11;3;3;2
"17";0;"2020-03-27";36;13;16;0
"17";1;"2020-03-27";23;9;9;0
"17";2;"2020-03-27";13;4;7;0
"18";0;"2020-03-27";12;4;3;2
"18";1;"2020-03-27";9;3;2;0
"18";2;"2020-03-27";3;1;1;2
"19";0;"2020-03-27";16;6;1;3
"19";1;"2020-03-27";10;4;1;3
"19";2;"2020-03-27";6;2;0;0
"21";0;"2020-03-27";170;42;138;34
"21";1;"2020-03-27";94;29;53;18
"21";2;"2020-03-27";76;13;83;16
"22";0;"2020-03-27";32;5;3;1
"22";1;"2020-03-27";12;3;1;1
"22";2;"2020-03-27";20;2;2;0
"23";0;"2020-03-27";6;2;0;0
"23";1;"2020-03-27";5;2;0;0
"23";2;"2020-03-27";1;0;0;0
"24";0;"2020-03-27";41;5;16;0
"24";1;"2020-03-27";18;3;8;0
"24";2;"2020-03-27";23;2;8;0
"25";0;"2020-03-27";100;37;60;21
"25";1;"2020-03-27";66;30;30;11
"25";2;"2020-03-27";34;7;30;10
"26";0;"2020-03-27";129;35;39;21
"26";1;"2020-03-27";87;27;15;12
"26";2;"2020-03-27";39;6;24;9
"27";0;"2020-03-27";37;10;0;1
"27";1;"2020-03-27";23;6;0;0
"27";2;"2020-03-27";14;4;0;1
"28";0;"2020-03-27";68;25;13;10
"28";1;"2020-03-27";51;20;3;3
"28";2;"2020-03-27";14;4;9;7
"29";0;"2020-03-27";41;9;23;5
"29";1;"2020-03-27";26;7;11;4
"29";2;"2020-03-27";15;2;12;1
"2A";0;"2020-03-27";95;12;24;17
"2A";1;"2020-03-27";52;9;12;9
"2A";2;"2020-03-27";43;3;12;8
"2B";0;"2020-03-27";7;1;46;2
"2B";1;"2020-03-27";3;0;23;2
"2B";2;"2020-03-27";4;1;23;0
"30";0;"2020-03-27";25;11;19;6
"30";1;"2020-03-27";19;10;12;5
"30";2;"2020-03-27";6;1;7;1
"31";0;"2020-03-27";156;56;52;5
"31";1;"2020-03-27";108;47;22;4
"31";2;"2020-03-27";47;9;30;1
"32";0;"2020-03-27";15;4;1;0
"32";1;"2020-03-27";14;4;1;0
"32";2;"2020-03-27";1;0;0;0
"33";0;"2020-03-27";204;53;91;15
"33";1;"2020-03-27";119;39;34;6
"33";2;"2020-03-27";82;13;57;9
"34";0;"2020-03-27";177;43;81;18
"34";1;"2020-03-27";103;30;33;8
"34";2;"2020-03-27";74;13;48;10
"35";0;"2020-03-27";53;16;38;3
"35";1;"2020-03-27";32;13;23;3
"35";2;"2020-03-27";21;3;15;0
"36";0;"2020-03-27";29;7;2;7
"36";1;"2020-03-27";15;4;1;2
"36";2;"2020-03-27";14;3;1;5
"37";0;"2020-03-27";51;15;18;3
"37";1;"2020-03-27";27;12;8;3
"37";2;"2020-03-27";24;3;10;0
"38";0;"2020-03-27";114;29;52;4
"38";1;"2020-03-27";66;23;28;3
"38";2;"2020-03-27";48;6;24;1
"39";0;"2020-03-27";48;12;5;0
"39";1;"2020-03-27";29;8;3;0
"39";2;"2020-03-27";19;4;2;0
"40";0;"2020-03-27";10;3;2;0
"40";1;"2020-03-27";5;2;2;0
"40";2;"2020-03-27";5;1;0;0
"41";0;"2020-03-27";24;4;8;0
"41";1;"2020-03-27";17;4;5;0
"41";2;"2020-03-27";7;0;3;0
"42";0;"2020-03-27";262;51;44;20
"42";1;"2020-03-27";169;40;25;13
"42";2;"2020-03-27";92;11;19;7
"43";0;"2020-03-27";14;6;12;1
"43";1;"2020-03-27";10;6;3;1
"43";2;"2020-03-27";4;0;9;0
"44";0;"2020-03-27";128;33;33;12
"44";1;"2020-03-27";77;23;20;9
"44";2;"2020-03-27";49;8;13;3
"45";0;"2020-03-27";63;25;20;4
"45";1;"2020-03-27";36;20;11;2
"45";2;"2020-03-27";26;5;9;2
"46";0;"2020-03-27";3;1;5;0
"46";1;"2020-03-27";3;1;3;0
"46";2;"2020-03-27";0;0;2;0
"47";0;"2020-03-27";17;5;5;3
"47";1;"2020-03-27";9;3;2;3
"47";2;"2020-03-27";8;2;3;0
"48";0;"2020-03-27";7;2;3;0
"48";1;"2020-03-27";5;2;2;0
"48";2;"2020-03-27";2;0;1;0
"49";0;"2020-03-27";91;22;73;10
"49";1;"2020-03-27";59;13;33;6
"49";2;"2020-03-27";32;9;40;4
"50";0;"2020-03-27";26;7;11;4
"50";1;"2020-03-27";12;6;6;1
"50";2;"2020-03-27";13;1;5;3
"51";0;"2020-03-27";218;47;80;20
"51";1;"2020-03-27";131;35;34;13
"51";2;"2020-03-27";85;12;44;7
"52";0;"2020-03-27";49;10;17;8
"52";1;"2020-03-27";28;6;7;3
"52";2;"2020-03-27";21;4;10;5
"53";0;"2020-03-27";45;6;3;3
"53";1;"2020-03-27";23;5;1;1
"53";2;"2020-03-27";22;1;2;2
"54";0;"2020-03-27";253;109;54;35
"54";1;"2020-03-27";147;74;26;20
"54";2;"2020-03-27";104;35;27;15
"55";0;"2020-03-27";128;13;37;13
"55";1;"2020-03-27";65;8;16;8
"55";2;"2020-03-27";63;5;21;5
"56";0;"2020-03-27";89;19;67;25
"56";1;"2020-03-27";61;18;32;15
"56";2;"2020-03-27";28;1;35;10
"57";0;"2020-03-27";691;127;171;122
"57";1;"2020-03-27";377;99;75;65
"57";2;"2020-03-27";304;26;91;57
"58";0;"2020-03-27";6;3;0;0
"58";1;"2020-03-27";3;3;0;0
"58";2;"2020-03-27";3;0;0;0
"59";0;"2020-03-27";331;129;77;35
"59";1;"2020-03-27";193;95;43;20
"59";2;"2020-03-27";137;33;34;15
"60";0;"2020-03-27";232;52;120;66
"60";1;"2020-03-27";123;34;69;40
"60";2;"2020-03-27";109;18;51;26
"61";0;"2020-03-27";15;5;25;1
"61";1;"2020-03-27";10;4;9;1
"61";2;"2020-03-27";5;1;16;0
"62";0;"2020-03-27";121;44;61;9
"62";1;"2020-03-27";74;33;34;6
"62";2;"2020-03-27";47;11;27;3
"63";0;"2020-03-27";27;5;14;0
"63";1;"2020-03-27";16;4;8;0
"63";2;"2020-03-27";11;1;6;0
"64";0;"2020-03-27";48;11;21;5
"64";1;"2020-03-27";27;9;13;2
"64";2;"2020-03-27";21;2;8;3
"65";0;"2020-03-27";17;3;5;1
"65";1;"2020-03-27";12;3;2;0
"65";2;"2020-03-27";5;0;3;1
"66";0;"2020-03-27";112;32;37;9
"66";1;"2020-03-27";56;21;14;4
"66";2;"2020-03-27";56;11;23;5
"67";0;"2020-03-27";787;223;234;107
"67";1;"2020-03-27";464;170;123;61
"67";2;"2020-03-27";317;52;111;46
"68";0;"2020-03-27";963;128;409;290
"68";1;"2020-03-27";529;94;211;172
"68";2;"2020-03-27";425;30;195;115
"69";0;"2020-03-27";741;139;224;82
"69";1;"2020-03-27";397;102;87;41
"69";2;"2020-03-27";338;33;106;35
"70";0;"2020-03-27";67;23;22;6
"70";1;"2020-03-27";38;15;13;6
"70";2;"2020-03-27";29;8;9;0
"71";0;"2020-03-27";165;27;145;32
"71";1;"2020-03-27";91;20;53;15
"71";2;"2020-03-27";73;7;91;17
"72";0;"2020-03-27";53;12;22;3
"72";1;"2020-03-27";37;7;9;1
"72";2;"2020-03-27";16;5;13;2
"73";0;"2020-03-27";61;15;24;3
"73";1;"2020-03-27";33;13;12;2
"73";2;"2020-03-27";28;2;12;1
"74";0;"2020-03-27";162;40;106;19
"74";1;"2020-03-27";100;31;61;9
"74";2;"2020-03-27";62;9;44;10
"75";0;"2020-03-27";1656;441;433;180
"75";1;"2020-03-27";1008;318;247;119
"75";2;"2020-03-27";631;122;182;61
"76";0;"2020-03-27";172;50;25;16
"76";1;"2020-03-27";96;33;12;12
"76";2;"2020-03-27";76;17;12;4
"77";0;"2020-03-27";321;110;108;21
"77";1;"2020-03-27";199;68;56;15
"77";2;"2020-03-27";120;41;52;6
"78";0;"2020-03-27";452;100;135;53
"78";1;"2020-03-27";276;77;80;33
"78";2;"2020-03-27";170;23;55;20
"79";0;"2020-03-27";16;1;13;2
"79";1;"2020-03-27";8;1;6;0
"79";2;"2020-03-27";8;0;7;2
"80";0;"2020-03-27";177;42;53;22
"80";1;"2020-03-27";112;31;24;12
"80";2;"2020-03-27";62;11;28;10
"81";0;"2020-03-27";25;12;8;1
"81";1;"2020-03-27";12;6;5;1
"81";2;"2020-03-27";13;6;3;0
"82";0;"2020-03-27";4;2;2;1
"82";1;"2020-03-27";4;2;0;1
"82";2;"2020-03-27";0;0;2;0
"83";0;"2020-03-27";114;33;138;12
"83";1;"2020-03-27";69;24;68;6
"83";2;"2020-03-27";44;9;70;6
"84";0;"2020-03-27";42;13;31;3
"84";1;"2020-03-27";25;10;14;2
"84";2;"2020-03-27";17;3;17;1
"85";0;"2020-03-27";54;11;10;3
"85";1;"2020-03-27";37;10;4;2
"85";2;"2020-03-27";17;1;6;1
"86";0;"2020-03-27";28;8;15;6
"86";1;"2020-03-27";17;7;7;0
"86";2;"2020-03-27";11;1;8;6
"87";0;"2020-03-27";33;4;3;4
"87";1;"2020-03-27";19;2;1;3
"87";2;"2020-03-27";14;2;2;1
"88";0;"2020-03-27";126;21;67;56
"88";1;"2020-03-27";74;15;30;33
"88";2;"2020-03-27";51;6;37;23
"89";0;"2020-03-27";37;12;2;3
"89";1;"2020-03-27";20;8;2;2
"89";2;"2020-03-27";17;4;0;1
"90";0;"2020-03-27";147;30;60;43
"90";1;"2020-03-27";89;22;32;24
"90";2;"2020-03-27";58;8;28;19
"91";0;"2020-03-27";453;100;80;18
"91";1;"2020-03-27";277;69;45;12
"91";2;"2020-03-27";175;31;35;6
"92";0;"2020-03-27";967;234;261;74
"92";1;"2020-03-27";602;180;124;49
"92";2;"2020-03-27";348;52;135;25
"93";0;"2020-03-27";680;133;125;82
"93";1;"2020-03-27";427;91;68;45
"93";2;"2020-03-27";244;39;57;36
"94";0;"2020-03-27";760;158;210;69
"94";1;"2020-03-27";453;113;117;42
"94";2;"2020-03-27";295;45;93;27
"95";0;"2020-03-27";504;113;246;81
"95";1;"2020-03-27";322;84;136;52
"95";2;"2020-03-27";182;29;110;29
"971";0;"2020-03-27";29;13;6;1
"971";1;"2020-03-27";17;10;3;0
"971";2;"2020-03-27";12;3;3;1
"972";0;"2020-03-27";44;15;13;1
"972";1;"2020-03-27";23;8;6;0
"972";2;"2020-03-27";21;7;7;1
"973";0;"2020-03-27";0;0;0;0
"973";1;"2020-03-27";0;0;0;0
"973";2;"2020-03-27";0;0;0;0
"974";0;"2020-03-27";3;2;0;0
"974";1;"2020-03-27";3;2;0;0
"974";2;"2020-03-27";0;0;0;0
"976";0;"2020-03-27";0;0;0;0
"976";1;"2020-03-27";0;0;0;0
"976";2;"2020-03-27";0;0;0;0
"01";0;"2020-03-28";53;12;20;3
"01";1;"2020-03-28";35;9;12;1
"01";2;"2020-03-28";18;3;8;2
"02";0;"2020-03-28";134;34;95;41
"02";1;"2020-03-28";73;19;44;28
"02";2;"2020-03-28";61;15;51;13
"03";0;"2020-03-28";22;2;31;4
"03";1;"2020-03-28";8;0;14;2
"03";2;"2020-03-28";13;1;17;2
"04";0;"2020-03-28";12;1;21;0
"04";1;"2020-03-28";6;1;7;0
"04";2;"2020-03-28";6;0;14;0
"05";0;"2020-03-28";32;7;26;1
"05";1;"2020-03-28";16;4;15;0
"05";2;"2020-03-28";16;3;11;1
"06";0;"2020-03-28";105;21;107;15
"06";1;"2020-03-28";60;18;44;7
"06";2;"2020-03-28";44;2;61;8
"07";0;"2020-03-28";62;9;66;10
"07";1;"2020-03-28";26;4;26;6
"07";2;"2020-03-28";18;1;36;2
"08";0;"2020-03-28";25;8;2;0
"08";1;"2020-03-28";15;5;2;0
"08";2;"2020-03-28";10;3;0;0
"09";0;"2020-03-28";8;1;4;0
"09";1;"2020-03-28";6;1;2;0
"09";2;"2020-03-28";2;0;2;0
"10";0;"2020-03-28";64;13;3;7
"10";1;"2020-03-28";45;10;3;5
"10";2;"2020-03-28";17;3;0;2
"11";0;"2020-03-28";59;19;34;17
"11";1;"2020-03-28";41;15;18;13
"11";2;"2020-03-28";18;4;16;4
"12";0;"2020-03-28";33;6;16;6
"12";1;"2020-03-28";17;3;5;4
"12";2;"2020-03-28";16;3;11;2
"13";0;"2020-03-28";601;124;360;23
"13";1;"2020-03-28";319;82;175;11
"13";2;"2020-03-28";253;42;169;12
"14";0;"2020-03-28";81;27;16;2
"14";1;"2020-03-28";49;20;8;2
"14";2;"2020-03-28";32;7;8;0
"15";0;"2020-03-28";8;4;2;0
"15";1;"2020-03-28";5;2;2;0
"15";2;"2020-03-28";3;2;0;0
"16";0;"2020-03-28";23;5;12;6
"16";1;"2020-03-28";10;2;7;3
"16";2;"2020-03-28";10;2;4;3
"17";0;"2020-03-28";41;16;19;1
"17";1;"2020-03-28";26;11;10;1
"17";2;"2020-03-28";15;5;9;0
"18";0;"2020-03-28";16;8;3;4
"18";1;"2020-03-28";14;7;2;1
"18";2;"2020-03-28";2;1;1;3
"19";0;"2020-03-28";29;6;1;3
"19";1;"2020-03-28";19;5;1;3
"19";2;"2020-03-28";10;1;0;0
"21";0;"2020-03-28";202;45;155;35
"21";1;"2020-03-28";113;34;59;19
"21";2;"2020-03-28";89;11;94;16
"22";0;"2020-03-28";34;5;6;2
"22";1;"2020-03-28";11;3;4;2
"22";2;"2020-03-28";23;2;2;0
"23";0;"2020-03-28";6;2;0;0
"23";1;"2020-03-28";5;2;0;0
"23";2;"2020-03-28";1;0;0;0
"24";0;"2020-03-28";11;5;5;0
"24";1;"2020-03-28";4;3;3;0
"24";2;"2020-03-28";7;2;2;0
"25";0;"2020-03-28";91;38;72;22
"25";1;"2020-03-28";62;31;36;11
"25";2;"2020-03-28";29;7;36;11
"26";0;"2020-03-28";165;46;41;21
"26";1;"2020-03-28";109;36;17;12
"26";2;"2020-03-28";53;8;24;9
"27";0;"2020-03-28";37;10;1;1
"27";1;"2020-03-28";23;6;0;0
"27";2;"2020-03-28";14;4;1;1
"28";0;"2020-03-28";73;24;15;10
"28";1;"2020-03-28";53;19;5;3
"28";2;"2020-03-28";17;4;9;7
"29";0;"2020-03-28";48;11;25;5
"29";1;"2020-03-28";28;9;12;4
"29";2;"2020-03-28";20;2;13;1
"2A";0;"2020-03-28";101;17;25;17
